label,text
spam,Congratulations! You have won a free gift card. Claim now at www.example.com.
spam,Earn $1000 working from home. Sign up today at promo.link/redeem.
spam,Get a trip for free! Just sign up at www.example.com.
spam,Congratulations! You have won a free iPhone. Claim now at www.example.com.
ham,I will cme i want to go to hos 2morow. After that i wil cme. This what i got from her dear what to do. She didnt say any time
ham,"""I;m reaching in another 2 stops."""
spam,Hurry! Your voucher is waiting. Redeem today at bit.ly/freegift.
ham,"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one."
ham,Blank is Blank. But wat is blank? Lol
ham,Come to medical college at 7pm ......forward it da
ham,Great! I hope you like your man well endowed. I am  &lt;#&gt;  inches...
ham,Wishing you a beautiful day. Each moment revealing even more things to keep you smiling. Do enjoy it.
spam,Your laptop subscription is about to expire. Renew at www.example.com.
ham,"Sorry, I'll call later"
spam,Act now! Exclusive deal on voucher available at promo.link/redeem.
ham,WHORE YOU ARE UNBELIEVABLE.
spam,Your TV subscription is about to expire. Renew at tinyurl.com/deal.
spam,Hurry! Your iPhone is waiting. Redeem today at promo.link/redeem.
ham,Shall i come to get pickle
ham,Ok no prob
ham,"Sorry, I'll call later in meeting any thing related to trade please call Arul. &lt;#&gt;"
ham,"We are hoping to get away by 7, from Langport. You still up for town tonight?"
spam,Don't miss out on big savings! Click promo.link/redeem to learn more.
spam,Limited time offer! Get 30% off on laptop. Visit bit.ly/freegift.
ham,So how's scotland. Hope you are not over showing your JJC tendencies. Take care. Live the dream
ham,Well. Balls. Time to make calls
ham,I wont get concentration dear you know you are my mind and everything :-)
spam,Hurry! Your gift card is waiting. Redeem today at www.example.com.
ham,"fyi I'm at usf now, swing by the room whenever"
ham,"Yo, any way we could pick something up tonight?"
ham,"sorry brah, just finished the last of my exams, what up"
ham,Yes we were outside for like 2 hours. And I called my whole family to wake them up cause it started at 1 am
spam,You've been selected for a cash reward. Confirm your details at www.example.com.
ham,Talk to g and x about that
ham,From here after The performance award is calculated every two month.not for current one month period..
spam,Limited time offer! Get 30% off on voucher. Visit tinyurl.com/deal.
ham,U ned to convince him tht its not possible witot hurting his feeling its the main
ham,"Jane babes not goin 2 wrk, feel ill after lst nite. Foned in already cover 4 me chuck.:-)"
spam,Get a laptop for free! Just sign up at promo.link/redeem.
ham,Is ur paper today in e morn or aft?
spam,Act now! Exclusive deal on TV available at www.example.com.
ham,What's happening with you. Have you gotten a job and have you begun registration for permanent residency
ham,HAPPY NEW YEAR MY NO.1 MAN
ham,Are you coming to day for class.
spam,Get a gift card for free! Just sign up at promo.link/redeem.
ham,Reverse is cheating. That is not mathematics.
ham,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it...."
ham,I place all ur points on e cultures module already.
ham,Oh... Lk tt den we take e one tt ends at cine lor... Dun wan yogasana oso can...
ham,Then u going ikea str aft dat?
ham,I'm glad. You are following your dreams.
ham,Your bill at 3 is £33.65 so thats not bad!
spam,Get a gift card for free! Just sign up at bit.ly/freegift.
ham,Me fine..absolutly fine
ham,Do u hav any frnd by name ashwini in ur college?
ham,"Aight, you close by or still down around alex's place?"
ham,Am not interested to do like that.
ham,"Dad wanted to talk about the apartment so I got a late start, omw now"
ham,WHITE FUDGE OREOS ARE IN STORES
spam,Congratulations! You have won a free laptop. Claim now at bit.ly/freegift.
spam,Get a TV for free! Just sign up at bit.ly/freegift.
spam,Earn $2000 working from home. Sign up today at www.example.com.
spam,Congratulations! You have won a free gift card. Claim now at promo.link/redeem.
spam,Your iPhone subscription is about to expire. Renew at www.example.com.
spam,Don't miss out on cashback! Click bit.ly/freegift to learn more.
ham,If india win or level series means this is record:)
ham,make that 3! 4 fucks sake?! x
spam,Don't miss out on cashback! Click bit.ly/freegift to learn more.
ham,Yar else i'll thk of all sorts of funny things.
spam,You've been selected for a membership. Confirm your details at promo.link/redeem.
spam,Your voucher subscription is about to expire. Renew at www.example.com.
ham,"It doesnt make sense to take it there unless its free. If you need to know more, wikipedia.com"
spam,Get a laptop for free! Just sign up at promo.link/redeem.
spam,Congratulations! You have won a free iPhone. Claim now at tinyurl.com/deal.
ham,Where are the garage keys? They aren't on the bookshelf
ham,Yes princess! I want to catch you with my big strong hands...
ham,I am in tirupur.  call you da.
spam,Hurry! Your TV is waiting. Redeem today at tinyurl.com/deal.
spam,Act now! Exclusive deal on voucher available at tinyurl.com/deal.
ham,That means get the door
spam,Limited time offer! Get 30% off on gift card. Visit bit.ly/freegift.
ham,Chk in ur belovd ms dict
ham,No calls..messages..missed calls
ham,Good evening! this is roger. How are you?
spam,Don't miss out on cashback! Click bit.ly/freegift to learn more.
ham,Lmao!nice 1
spam,Earn $1000 working from home. Sign up today at bit.ly/freegift.
ham,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams
ham,I love you. You set my soul on fire. It is not just a spark. But it is a flame. A big rawring flame. XoXo
spam,Earn $500 working from home. Sign up today at www.example.com.
ham,"sry can't talk on phone, with parents"
spam,Hurry! Your gift card is waiting. Redeem today at bit.ly/freegift.
spam,"Special offer for you! Buy one iPhone, get one free at promo.link/redeem."
ham,I'm at bruce &amp; fowler now but I'm in my mom's car so I can't park (long story)
ham,What time do u get out?
ham,Lmao you know me so well...
spam,Get a trip for free! Just sign up at promo.link/redeem.
spam,"Special offer for you! Buy one TV, get one free at promo.link/redeem."
ham,"This is one of the days you have a billion classes, right?"
ham,"1.20 that call cost. Which i guess isnt bad. Miss ya, need ya, want ya, love ya"
ham,Mm have some kanji dont eat anything heavy ok
ham,It does it on its own. Most of the time it fixes my spelling. But sometimes it gets a completely diff word. Go figure
ham,Once free call me sir. I am waiting for you.
ham,Nothing spl..wat abt u and whr ru?
spam,Your laptop subscription is about to expire. Renew at bit.ly/freegift.
ham,So what do you guys do.
ham,The battery is for mr adewale my uncle. Aka Egbon
ham,Hmm. Shall i bring a bottle of wine to keep us amused? Just joking! I'll still bring a bottle. Red or white? See you tomorrow
spam,Get a voucher for free! Just sign up at bit.ly/freegift.
ham,"Sorry, went to bed early, nightnight"
ham,Yep get with the program. You're slacking.
ham,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow
ham,Our Prashanthettan's mother passed away last night. pray for her and family.
spam,Hurry! Your gift card is waiting. Redeem today at tinyurl.com/deal.
ham,"Alright we'll bring it to you, see you in like  &lt;#&gt;  mins"
ham,Probably gonna swing by in a wee bit
ham,"Oh, i will get paid. The most outstanding one is for a commercial i did for Hasbro...in AUGUST! They made us jump through so many hoops to get paid. Still not."
spam,Act now! Exclusive deal on voucher available at promo.link/redeem.
spam,Your TV subscription is about to expire. Renew at bit.ly/freegift.
ham,Whos this am in class:-)
spam,Act now! Exclusive deal on iPhone available at tinyurl.com/deal.
ham,Just chill for another 6hrs. If you could sleep the pain is not a surgical emergency so see how it unfolds. Okay
spam,Earn $2000 working from home. Sign up today at www.example.com.
spam,Earn $2000 working from home. Sign up today at tinyurl.com/deal.
spam,Hurry! Your iPhone is waiting. Redeem today at bit.ly/freegift.
ham,I realise you are a busy guy and i'm trying not to be a bother. I have to get some exams outta the way and then try the cars. Do have a gr8 day
ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there."
ham,Havent still waitin as usual... Ü come back sch oredi?
ham,"Just checked out, heading out to drop off my stuff now"
ham,Nope but i'll b going 2 sch on fri quite early lor cos mys sis got paper in da morn :-)
spam,Hurry! Your gift card is waiting. Redeem today at bit.ly/freegift.
spam,Hurry! Your TV is waiting. Redeem today at bit.ly/freegift.
ham,"How about clothes, jewelry, and trips?"
ham,Good night my dear.. Sleepwell&amp;Take care
ham,"And stop wondering ""wow is she ever going to stop tm'ing me ?!"" because I will tm you whenever I want because you are MINE ... *laughs*"
ham,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!
spam,Earn $2000 working from home. Sign up today at tinyurl.com/deal.
ham,Boo I'm on my way to my moms. She's making tortilla soup. Yummmm
spam,Your voucher subscription is about to expire. Renew at promo.link/redeem.
spam,You've been selected for a free trial. Confirm your details at www.example.com.
spam,Hurry! Your iPhone is waiting. Redeem today at www.example.com.
spam,Congratulations! You have won a free iPhone. Claim now at www.example.com.
ham,Got it! It looks scrumptious... daddy wants to eat you all night long!
spam,Don't miss out on big savings! Click bit.ly/freegift to learn more.
ham,Ard 6 like dat lor.
spam,Hurry! Your trip is waiting. Redeem today at tinyurl.com/deal.
spam,Get a TV for free! Just sign up at promo.link/redeem.
spam,Earn $500 working from home. Sign up today at bit.ly/freegift.
spam,"Special offer for you! Buy one iPhone, get one free at bit.ly/freegift."
ham,Jus finish blowing my hair. U finish dinner already?
ham,I REALLY NEED 2 KISS U I MISS U MY BABY FROM UR BABY 4EVA
ham,Cool. Do you like swimming? I have a pool and jacuzzi at my house.
ham,Ok. She'll be ok. I guess
spam,Limited time offer! Get 20% off on gift card. Visit www.example.com.
ham,"Sorry, I'll call later"
ham,Thanx 4 2day! U r a goodmate I THINK UR RITE SARY! ASUSUAL!1 U CHEERED ME UP! LOVE U FRANYxxxxx
ham,Lol no. U can trust me.
ham,Ok.ok ok..then..whats ur todays plan
ham,"Sure, I'll see if I can come by in a bit"
spam,Don't miss out on cashback! Click bit.ly/freegift to learn more.
